feature	f1.naiveBayes	X140424_UNC13_SN749_0344_AC3WUKACXX_AGTTCC_L004	X120201_UNC11_SN627_0181_AC0CETACXX_GCCAAT_L001	X120425_UNC11_SN627_0224_BD0VAKACXX_CAGATC_L006	X120425_UNC11_SN627_0224_BD0VAKACXX_GATCAG_L008	X120425_UNC11_SN627_0224_BD0VAKACXX_TAGCTT_L004	X120604_UNC13_SN749_0179_AC0V5LACXX_GCCAAT_L004	X120201_UNC11_SN627_0181_AC0CETACXX_TAGCTT_L004	X120215_UNC10_SN254_0327_AC0CMCACXX_TAGCTT_L006	X120215_UNC10_SN254_0327_AC0CMCACXX_TAGCTT_L007	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L001	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L003	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L004	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L002	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L003	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L004	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L005	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L005	X120611_UNC15_SN850_0219_BD120UACXX_GCCAAT_L003	X120430_UNC10_SN254_0353_AC0TGUACXX_TGACCA_L003	X120501_UNC16_SN851_0154_BC0MB8ACXX_ACTTGA_L008	X120514_UNC16_SN851_0158_AC0UWTACXX_ACTTGA_L003	X131008_UNC15_SN850_0331_AC2KJ8ACXX_AGTCAA_L006	X131016_UNC15_SN850_0333_AC2MBAACXX_GTGGCC_L006	X121126_UNC9_SN296_0314_BC11Y0ACXX_CAGATC_L002	X121126_UNC9_SN296_0314_BC11Y0ACXX_TAGCTT_L003	X130205_UNC16_SN851_0213_AD1TC5ACXX_CTTGTA_L003	X130722_UNC9_SN296_0385_AD2F28ACXX_TAGCTT_L005	X131217_UNC14_SN744_0384_BC32YDACXX_GCCAAT_L003	X131217_UNC15_SN850_0343_AC330UACXX_CGATGT_L003	X140318_UNC12_SN629_0354_AC3K7VACXX_CTTGTA_L005	X140312_UNC15_SN850_0357_AC3M7FACXX_TTAGGC_L008	X130226_UNC14_SN744_0315_AD1V5TACXX_GCCAAT_L003	X111212_UNC15_SN850_0155_AD087AACXX_ACTTGA_L004	X120514_UNC16_SN851_0158_AC0UWTACXX_ACTTGA_L006	X120514_UNC11_SN627_0229_AD121AACXX_GATCAG_L006	X130814_UNC10_SN254_0487_AC2BD1ACXX_ACAGTG_L004	X130226_UNC14_SN744_0315_AD1V5TACXX_ATCACG_L004	X130722_UNC9_SN296_0385_AD2F28ACXX_ACTTGA_L006	X120501_UNC11_SN627_0226_AC0TGKACXX_GCCAAT_L007	X140826_UNC9_SN296_0432_AC5CAJACXX_CGTACG_L004	X130226_UNC14_SN744_0315_AD1V5TACXX_GCCAAT_L008	X120507_UNC10_SN254_0355_AC0TR8ACXX_ACAGTG_L007	X130226_UNC14_SN744_0315_AD1V5TACXX_CAGATC_L008	X120501_UNC11_SN627_0226_AC0TGKACXX_ACAGTG_L004	X120501_UNC11_SN627_0226_AC0TGKACXX_TGACCA_L008	X140820_UNC17_D00216_0240_AC5FB2ACXX_TTAGGC_L004	X140820_UNC17_D00216_0240_AC5FB2ACXX_ACTTGA_L005	X120521_UNC12_SN629_0212_AC0RWNACXX_TGACCA_L003	X120514_UNC16_SN851_0159_BC0TARACXX_GCCAAT_L008	X130827_UNC15_SN850_0325_BC2AV1ACXX_ACTTGA_L004	X130827_UNC15_SN850_0325_BC2AV1ACXX_TAGCTT_L005	X130722_UNC9_SN296_0385_AD2F28ACXX_GGCTAC_L008	X140312_UNC11_SN627_0348_AC3KRYACXX_ACTTGA_L002	X140312_UNC11_SN627_0348_AC3KRYACXX_CCGTCC_L003	X140815_UNC11_SN627_0374_AC5FPLACXX_CCGTCC_L007	X130325_UNC16_SN851_0231_BC20VNACXX_ACTTGA_L004	X140304_UNC14_SN744_0400_AC3LWGACXX_GGCTAC_L007	X140304_UNC14_SN744_0400_AC3LWGACXX_GAGTGG_L007	X130325_UNC12_SN629_0268_AC22W1ACXX_GTGGCC_L006	X130530_UNC9_SN296_0371_BC2528ACXX_TTAGGC_L008	X130328_UNC10_SN254_0443_AD238RACXX_AGTCAA_L003	X130424_UNC11_SN627_0294_BC236MACXX_GTTTCG_L007	X130606_UNC9_SN296_0372_AC277JACXX_GGCTAC_L001	X130722_UNC9_SN296_0385_AD2F28ACXX_GTTTCG_L008	X130723_UNC9_SN296_0386_BC2E4WACXX_GATCAG_L001	X130723_UNC9_SN296_0386_BC2E4WACXX_GTGGCC_L001	X130827_UNC15_SN850_0325_BC2AV1ACXX_GTGGCC_L006	X130723_UNC9_SN296_0386_BC2E4WACXX_ATCACG_L001	X130723_UNC9_SN296_0386_BC2E4WACXX_ACTTGA_L002	X131008_UNC15_SN850_0331_AC2KJ8ACXX_AGTTCC_L003	X131008_UNC11_SN627_0326_AC2KLPACXX_AGTTCC_L003	X131021_UNC9_SN296_0409_BC2M6NACXX_ATCACG_L004	X140102_UNC15_SN850_0344_AC384WACXX_ACAGTG_L002	X131016_UNC15_SN850_0333_AC2MBAACXX_ATCACG_L007	X140325_UNC11_SN627_0349_AC3KB8ACXX_GATCAG_L008	X140318_UNC14_SN744_0403_AC3M3WACXX_CGATGT_L001	X140325_UNC11_SN627_0349_AC3KB8ACXX_AGTCAA_L008	X140325_UNC15_SN850_0358_AC3LP7ACXX_GATCAG_L001	X140318_UNC14_SN744_0403_AC3M3WACXX_ACAGTG_L002	X140318_UNC14_SN744_0403_AC3M3WACXX_ACAGTG_L006	X140318_UNC14_SN744_0403_AC3M3WACXX_GCCAAT_L004	X140312_UNC11_SN627_0348_AC3KRYACXX_TGACCA_L002	X140318_UNC14_SN744_0403_AC3M3WACXX_TGACCA_L004	X140318_UNC14_SN744_0403_AC3M3WACXX_CGATGT_L003	X140318_UNC14_SN744_0403_AC3M3WACXX_GTGAAA_L003	X141031_UNC11_SN627_0387_AC5FAKACXX_GTCCGC_L002	X130827_UNC15_SN850_0324_AC2B28ACXX_CAGATC_L002	X130827_UNC15_SN850_0324_AC2B28ACXX_CTTGTA_L003	X130926_SN254_0496_AD2DY9ACXX_GTGGCC_L003	X140506_UNC15_SN850_0363_BC3YJYACXX_GATCAG_L004	X140509_UNC11_SN627_0357_BC4CGKACXX_ATGTCA_L002	X140815_UNC11_SN627_0375_BC59VCACXX_GTGAAA_L001	X140820_UNC17_D00216_0240_AC5FB2ACXX_GTTTCG_L007	X140826_UNC9_SN296_0432_AC5CAJACXX_ATCACG_L004	X140815_UNC11_SN627_0375_BC59VCACXX_CCGTCC_L001	X140820_UNC17_D00216_0240_AC5FB2ACXX_ACTTGA_L008	X140404_UNC11_SN627_0350_BC3K66ACXX_ATCACG_L001	X140312_UNC11_SN627_0348_AC3KRYACXX_GCCAAT_L007	X140312_UNC11_SN627_0348_AC3KRYACXX_AGTTCC_L008	X140318_UNC14_SN744_0403_AC3M3WACXX_ATCACG_L007	X140305_UNC13_SN749_0334_BC3L6VACXX_ATCACG_L006	X140305_UNC13_SN749_0334_BC3L6VACXX_GTCCGC_L003	X140318_UNC12_SN629_0354_AC3K7VACXX_ACTTGA_L002	X140305_UNC13_SN749_0334_BC3L6VACXX_ACTTGA_L008	X140815_UNC11_SN627_0375_BC59VCACXX_CGATGT_L003	X140820_UNC17_D00216_0241_BC5DBKACXX_CGATGT_L005	X140325_UNC11_SN627_0349_AC3KB8ACXX_GATCAG_L002	X140506_UNC15_SN850_0363_BC3YJYACXX_ACTGAT_L007	X140509_UNC11_SN627_0357_BC4CGKACXX_CAGATC_L005	X140508_UNC12_SN629_0367_AC3U9RACXX_GAGTGG_L002	X140509_UNC11_SN627_0357_BC4CGKACXX_GATCAG_L004	X140815_UNC11_SN627_0375_BC59VCACXX_GCCAAT_L008	X140820_UNC17_D00216_0241_BC5DBKACXX_TGACCA_L008	X140820_UNC17_D00216_0241_BC5DBKACXX_GCCAAT_L008
ENSG00000273164.1	0.681741	0.0626321	0.0803909	0.0613411	0.0238479	0.020882	0	0.0147388	0.0168832	0	0.0118368	0.022077	0	0.0333367	0.0155304	0.0737382	0.0136388	0.0111511	0	0	0.00772423	0	0.0237399	0.013099	0	0.0405107	0.127244	0	0.0190019	0.0674211	0.0190636	0.0164058	0.0141526	0.0184399	0.0745616	0	0.0137197	0.0135828	0.0373646	0.0238623	0	0.0520929	0.0578726	0.0300335	0	0.0117561	0.231978	0.143359	0	0	0.242236	0.134814	0.0206752	0.0922417	0.0714082	0.0126689	0.102847	0.206504	0.0402236	0	0	0.0432888	0.323814	0.0712172	0.047596	0.0562647	0.0163809	0	0	0.0886686	0.0307526	0	0.0954524	0.39995	0	0.0426064	0	0.178925	0.178551	0.0730447	0.0517017	0.0297097	0.0816968	0	0.0705112	0	0.0383101	0	0	0.0807167	0.0379059	0	0.121728	0.109458	0	0	0.179858	0	0	0.014257	0	0.0998788	0.0723224	0	0.015025	0.144899	0	0.0917234	0.0646707	0.0441561	0.144896	0.0419873	0.0621177	0.0188655	0.0401913
ENSG00000128271.20	0.681695	0.416788	0.756166	1.86913	0.441536	0.0613818	0.231992	0.29379	0.267335	0.407797	0.0350981	0.228496	0.327341	0.517586	0.724795	0.305362	0.630667	0.553936	0.270348	0.0575441	0.164111	0.246929	0.542741	0.234047	0.635828	0.1879	0.637477	0.266281	0.207179	0.443381	0.537733	0.260624	0.546335	0.0718031	0.0745616	0.191905	0.188315	0.23098	0.141747	0.0471684	0.105795	0.383829	0.283441	2.40484	0.419304	0.19298	1.14175	0.55677	0	0.247514	0.0533691	0.421874	0.572642	0.372211	0.720168	0	0.564321	0.171992	0.299267	0.686602	0.463866	0.560798	0.568026	0.0362425	0.256564	0.312296	0.775933	0.264278	0.354973	0.259822	0	0.743664	0.165753	0.808188	0.59868	0.0215301	0.501319	0.462346	0.0241416	0.485615	0.315855	0.742259	0.456704	0.144704	0.713468	0.742313	0.256888	0.0163835	0.346155	0.06114	0.723881	0.15264	1.00808	1.35516	0.297237	0.260232	0.052346	0	0.370314	0.296111	0.88296	0.131072	0.651686	0.904752	0.179651	0.412304	0.180234	1.01564	0.37222	0.769521	0.194242	0.572031	0.736919	1.05967	0.516806
ENSG00000103253.17	0.681554	2.50788	0.600568	2.76819	1.19903	0.907093	1.16514	1.78743	0.578421	0.757473	0.681268	1.54399	0.93995	0.952907	1.01268	0.41222	0.600996	0.725266	1.44182	1.04246	0.209145	1.25869	1.47873	1.91326	0.879411	1.13413	2.83846	1.20391	1.98153	1.75096	1.73641	1.46436	0.997089	1.03811	2.1097	1.60204	1.27627	0.808468	1.52142	1.24568	2.94268	2.45685	1.67139	1.46402	1.64233	1.65959	1.4999	2.02678	0.639956	1.08158	2.89812	2.00362	2.03381	2.29477	1.38574	1.95928	4.00711	2.21182	2.11199	1.75903	2.86031	0.844658	1.59321	1.94818	1.94066	1.31896	2.26225	1.25149	1.66713	1.29521	2.32213	3.57004	2.37166	1.99264	3.35944	2.05844	2.30138	1.79239	3.19295	1.34591	2.65037	2.1912	1.23391	1.94232	1.39875	1.70972	2.49891	3.34828	3.07525	1.7381	2.05406	1.41334	2.20801	1.93561	2.16681	2.96076	1.96129	1.71842	1.83517	1.39727	0.909667	2.09279	0.923778	1.08578	2.18119	3.22389	1.88701	3.37506	1.89641	2.44137	3.1616	2.23893	1.00443	1.3095	2.63319
ENSG00000186831.11	0.681465	0.448242	1.20714	0.0613411	0.0471403	0.689026	0.122709	0.0147388	0.240924	0.371257	0	0.0855262	0.0107002	0.248802	0.210888	0.0251884	0.673585	0.0111511	0.0833458	0.346864	0.0305453	0.394599	0.134656	0.112137	0.219238	0.326323	0.255241	0.180168	0.611979	0.487176	1.03972	0.0640676	0.684847	0.478815	0.0153637	0.0941512	0.0796292	0.197873	0.205736	0.0811397	0.105795	0	0.429325	1.86051	0.429042	0.0795301	1.20239	0.316644	0.0949463	0.0639877	1.20017	1.61501	1.86445	1.28788	0.987287	0.881779	0.0831066	0.287906	0.466956	1.51419	0.211948	0.162933	0.221986	0.0362425	1.1763	0.406536	0.0324977	0.449272	0.403574	0.596594	0.0457814	0.329674	0.933112	0.308647	0.348404	0.0215301	0.165545	0.263466	0.0477142	0.204846	0.29632	0.481306	0.171664	0	0.19817	0.426992	0	0.583826	1.66362	0.962497	0.326664	0.492294	0.77905	0.0831961	0.045118	0.0944706	0.118133	0.0884124	0.220343	0.014257	0.142118	1.00544	0.30473	0.306306	0.015025	0.0140753	0.199451	0.0158835	0.797165	0.191181	0.472618	0.176442	0.0158949	0.639269	0
ENSG00000164104.11	0.681412	3.76375	3.89681	4.83548	3.26101	3.72453	3.47083	3.60424	3.45628	3.61239	3.27823	3.47771	3.08215	3.47015	3.66682	4.02163	3.98885	3.2165	3.24202	3.68676	3.47084	3.46933	3.19209	3.27116	4.02536	4.79513	3.64637	3.76901	3.84774	4.04224	3.56053	4.11916	3.17349	3.63215	3.61916	3.03163	3.18725	3.42925	3.19671	2.821	3.82012	3.03231	3.63482	4.08995	4.21494	3.34512	3.51755	3.96685	3.43846	3.80502	3.22658	3.41755	4.1857	3.51681	3.2581	3.51795	4.06192	4.3803	4.08783	3.65266	5.55272	3.26216	3.24807	4.97299	3.62204	3.78689	3.13975	3.63904	3.51188	3.85972	3.50767	3.35189	3.80686	3.44456	3.69647	2.97925	3.58802	4.11211	2.89347	3.48488	3.60234	3.19769	3.72577	4.18853	4.13509	3.51445	3.55188	2.83747	3.06685	3.61376	3.87957	3.80942	4.3864	4.04887	3.79388	5.05622	3.53047	3.64361	3.58735	3.51481	4.045	3.63503	3.41014	3.63982	3.5738	4.958	3.89615	5.42383	4.02146	4.08206	3.81461	3.81038	4.26064	3.67168	4.46045
ENSG00000198963.10	0.68138	2.21133	2.73787	1.9563	4.4493	2.6918	2.94256	1.98522	2.95498	3.14991	2.56696	3.34603	2.51098	2.77858	3.62307	2.1549	2.98842	2.94667	2.51357	2.85604	2.65743	2.002	1.96545	1.27288	2.59597	4.06868	1.34291	5.11602	2.6354	2.04065	2.45308	0.89162	2.45506	2.19546	1.71133	1.69167	1.68765	2.54209	1.53381	1.44362	1.60172	1.72493	2.03964	2.73575	4.24377	2.62859	4.773	3.69012	2.28082	2.76949	2.34458	1.72838	1.83821	1.48484	1.93196	3.04895	3.67514	1.87895	3.84598	3.58758	3.6633	2.92355	2.48438	2.31958	3.89545	2.69684	4.50095	1.90915	1.95873	2.49537	3.69255	1.32191	2.60562	1.54811	2.93741	2.37085	4.30534	2.76003	0.97893	2.53623	3.23403	1.75434	1.44334	0.689427	2.02003	4.10111	0.509169	2.09223	2.25183	1.46823	2.14852	1.77496	1.83714	2.37851	2.12359	3.24533	1.57185	0.944472	2.38097	4.28152	2.18576	2.3024	2.90419	1.76607	5.14328	0.484703	2.14745	1.52656	3.52547	1.90932	1.42956	2.18735	1.45125	2.46634	1.39494
ENSG00000116819.6	0.681226	0.54647	0.577343	0.678039	0.291089	0.464265	0.478472	1.08516	0.549358	0.280416	0.296621	0.337761	0.194869	0.418565	0.223484	0.4776	0.506304	0.264488	0.307549	0.407777	0.221648	0.27633	0.462844	0.490351	0.551227	0.421123	1.08447	0.601891	1.01004	1.33232	0.722005	0.517713	0.538047	0.382042	0.221316	0.180196	0.52515	0.381832	0.280361	1.151	0.638031	0.454155	0.438974	1.04004	0.684244	0.501017	1.21538	0.731889	0.147868	0.247514	0.639417	0.761494	0.926241	0.820789	0.453399	0.967718	0.931444	0.377576	0.685642	0.749004	1.12029	0.235417	0.69025	0.44058	0.860741	0.34014	0.497202	0.424849	0.690309	0.405918	0.796599	0.694025	0.723511	1.24924	0.52749	0.553862	0.892115	0.570219	0.706205	0.553219	0.614637	0.636358	0.354616	0.447506	0.739959	0.831208	1.00002	0.507262	0.879169	0.718228	0.74244	0.651679	0.981486	0.734498	0.188702	1.15158	1.24475	0.484868	0.674783	0.515741	0.435284	0.628773	0.813718	0.644706	1.05153	0.383744	0.549221	1.96682	0.607097	0.734045	1.0341	1.51242	0.413896	0.697818	0.492042
ENSG00000256802.2	0.681188	0.339303	0.178418	0.191341	0.156099	0.208734	0.178842	0.17649	0.0972711	0.293909	0.0235351	0.0436772	0.238182	0.107055	0.117972	0.664649	0.140679	0.220497	0.0833458	0.111956	0.00772423	0.0736107	0.124102	0.112137	0.08794	0.254175	0.494513	0.419017	0.191463	0.259606	0.176023	0.124277	0.0951031	0.0889762	0.157265	0.144222	0.439912	0.186589	0.0733832	0.0811397	0.130583	0.0894557	0.177003	0.254367	0.151615	0.0795301	0.330482	0.154427	0	0.0639877	0.44882	0.595239	0.189714	0.149325	0.138055	0.0971229	0.487517	0.548018	0.134227	0.242282	0.0194827	0.199831	0.037526	0.563379	0.243912	0.0920894	0.24746	0.055167	0.14825	0.215972	0.513693	0.0970119	0.231435	0.160041	0.287764	0.103294	0.0669523	0.0585392	0.0477142	0	0.147717	0.413858	0.0498144	0	0.242132	0.148241	0.0193385	0.124116	0.783519	0.118756	0.143697	0	0.218742	0.196296	0.045118	0.109383	0.0857805	0.169639	0.1649	0.541136	0.476762	0.287145	0.187521	0.204048	1.06205	0.169129	0.227602	0.106225	0.182674	0.251475	0.144896	1.21148	0.348238	0.0909579	0.0401913
ENSG00000168505.6	0.681153	0.0318063	0	0.0613411	0	0	0	0.0147388	0	0.0178225	0	0.0110994	0.0107002	0	0.0458857	0.0497579	0	0.0221792	0.0123403	0.0146994	0.00772423	0	0	0	0	0.0136867	0.07468	0	0.0190019	0	0	0	0.0141526	0.0543298	0	0	0	0.0402071	0	0.0238623	0.20146	0.0132798	0.0147852	0	0.0147733	0	0	0.109399	0	0.0163848	0	0.0757773	0.0206752	0.0159767	0.0183357	0	0	0.0206376	0	0	0.146167	0.0218786	0.0557738	0.0882563	0.0161183	0.0191088	0.0324977	0.037114	0	0.0364162	0.0154945	0.0496819	0.0392809	0	0.0274079	0.0215301	0	0.0296979	0	0	0.0261849	0.0866055	0.0334838	0.038186	0	0	0.271878	0.0163835	0	0	0	0.0232847	0.263933	0.042463	0.045118	0	0	0.0670313	0	0.014257	0	0	0	0.0186874	0	0.0684753	0.0454226	0.370382	0.110569	0.0149364	0.0750702	0.0419873	0	0	0.0202976
ENSG00000230847.4	0.681106	0.527581	0.256955	0.274831	0.393858	0	0.301953	0.248507	0	0	0.48924	0.022077	0.0825572	0.0223475	0	0.553736	0.231836	0.247123	0.307549	0	0.0674598	0	0.0354017	0.191416	0.439245	0.532287	0.160811	0.611674	0.0190019	0.549468	0	0.167168	0	0	0	0	0	0.163632	0	0.0811397	0.0542958	0.0771559	0.138849	0.322889	0.283241	0	0.0425952	0	0.0949463	0	0.018108	0	0.136481	0.497253	0.392803	0.461515	0.159833	0	0.268367	0.749004	0.195904	0	0.158776	0	0.178136	0	0.260273	0	0	0.259822	1.53772	0	0.0583575	0.692129	0.212033	0.0426064	0.244496	0.228105	0.0241416	0.250112	0.170346	0.166305	0	0.0567458	0	0.26377	0.0193385	0.0325029	0	0.155402	0	0.336819	0	0.109458	0.244441	0.152831	0.550691	0.0228466	0	0.695714	0	0.433528	0.218136	0.124023	0.957308	0	0	0	0	0.635444	0.210163	0	0	0.363271	0.134124
ENSG00000100526.19	0.681061	1.11585	0.452363	2.29028	0.885393	0.872424	0.462158	1.54061	0.578421	0.853848	0.579905	1.0979	1.0881	1.03646	0.989679	1.75268	0.963328	0.697743	0.871579	0.718507	0.538469	0.804212	0.842133	1.15132	0.651922	1.77129	1.46653	0.722162	0.907103	1.49736	0.418484	0.911761	0.692008	0.556432	0.791916	0.748672	0.648014	0.436329	0.439567	0.572547	1.82729	0.837293	0.998028	1.05608	1.81395	1.15559	0.68264	1.84948	0.245984	0.904325	0.437086	0.44736	1.59904	0.394168	0.625794	0.844126	1.4052	1.63078	1.48775	0.782987	2.25532	0.835108	1.34278	1.85449	0.720851	1.88921	0.752864	0.541403	0.891272	1.17101	0.915914	1.07691	0.851047	0.782067	1.74947	0.637795	1.35954	1.53629	1.09985	0.508661	0.832913	0.81825	0.745098	2.09232	1.18318	0.504962	1.41214	0.663487	0.777597	0.870059	0.964169	0.699622	2.42591	1.07757	1.13137	1.81946	0.519217	1.46506	1.22971	0.673996	1.45218	0.979486	0.247842	0.583471	0.638252	2.49077	1.16181	2.71184	1.74804	1.33077	1.5399	1.15231	1.54779	0.522125	2.13822
ENSG00000265791.1	0.681038	0.121572	0.166677	0.137682	0.092158	0.0413369	0.0509041	0.071613	0.0498178	0.0178225	0.0118368	0.145189	0	0.0333367	0.0753467	0.0737382	0.0917818	0.054552	0.0123403	0.125109	0	0.0374825	0.0119404	0.051397	0.0594774	0.346015	0.0191993	0.195045	0.0376495	0.0835893	0.0377706	0.0484314	0.068841	0.0184399	0	0	0	0.0661409	0.055536	0.0238623	0.178388	0.0771559	0.0855996	0.180803	0.0436807	0.122288	0.265902	0.0622482	0.0580423	0.0163848	0.018108	0.0511508	0.0802534	0.1631	0.185279	0.196176	0.264901	0.0606774	0.0597446	0.152285	0.0938258	0.0218786	0.037526	0.0538827	0.136487	0.109532	0.079346	0	0.132823	0.0541388	0.171751	0	0.0198333	0.17229	0.0408352	0.0834714	0.244496	0.0585392	0.136812	0	0.124563	0.178991	0.127692	0.110444	0.120312	0.101227	0.0193385	0.0793583	0	0.0807167	0	0.0682882	0.0827752	0.0831961	0.045118	0.124076	0.0177549	0.0670313	0.022162	0.183178	0.142118	0.0839098	0.155938	0.0727413	0.12773	0.0684753	0.0673829	0.189077	0.196492	0.113675	0.110593	0.228957	0.0315411	0.0734162	0
ENSG00000261239.6	0.681033	0	0.0138553	0.0208679	0	0	0	0	0	0	0	0.0110994	0	0.0442065	0.0155304	0	0.0917818	0	0	0	0.074682	0	0.0119404	0	0	0.0405107	0	0	0	0.0342786	0.0377706	0	0	0	0	0	0.0137197	0	0	0	0	0	0.0147852	0.0447186	0	0	0.0215244	0	0	0	0	0	0.0206752	0.0624299	0	0	0	0	0	0.104055	0.0194827	0	0	0	0	0	0	0	0	0	0	0	0	0.0143597	0	0	0	0	0.0241416	0.0187674	0	0.0149652	0	0	0	0	0	0	0	0	0.0191326	0	0.0283599	0	0	0	0	0	0.0438436	0.014257	0.0215815	0	0	0	0.015025	0	0	0.265586	0	0.0149364	0	0	0	0	0
ENSG00000223979.2	0.681005	0.0776958	0	0.10024	0.0238479	0.0413369	0.0257759	0.0292634	0.0334861	0	0.0350981	0	0.021287	0.0333367	0.0155304	0.0497579	0	0.0111511	0.0123403	0	0	0.0496709	0	0.013099	0	0.0666339	0.0565263	0.017788	0.0559556	0	0	0.0794631	0.0418706	0.0184399	0.0153637	0.0278169	0.040607	0.0135828	0	0.0355832	0.0275164	0.0263856	0.0578726	0.0591911	0.071776	0.0117561	0.0632312	0.109399	0.0766645	0.0325056	0.104034	0.0511508	0.0206752	0.0317021	0.0363413	0	0.102847	0.0206376	0.0402236	0	0.0573449	0	0	0.18481	0.047596	0.0562647	0.0163809	0.0728998	0.0348958	0.0364162	0.145097	0.0657087	0.113496	0.0562414	0.0408352	0.0426064	0.0539156	0.0726538	0	0.0187674	0.0517017	0.0585622	0.016882	0.038186	0.035877	0	0.11079	0.0163835	0.155322	0	0	0.0232847	0.0959286	0.0698019	0.045118	0.0944706	0.069203	0.0884124	0.065065	0.0558477	0.0215815	0.0676817	0.0547262	0	0.015025	0.0140753	0.0342589	0.0315186	0.125412	0.0584518	0.0568243	0.0623378	0.0158949	0.0734162	0.0202976
ENSG00000184261.4	0.68085	0.267747	0.130605	0.437136	0.135236	0.395641	0.189701	0.112242	0.171675	0.238807	0.154179	0.192325	0.319556	0.185144	0.284188	0.0251884	0.0917818	0.155466	0.334569	0.407777	0.164111	0.0617124	0.392365	0.202245	0.313124	0.1879	0.20914	0.465151	0.175495	1.46565	0.283064	0.0640676	0.10798	0.122462	0.0888292	0.180196	0.040607	0.23098	0.402078	0.441754	0.478571	0.101606	0.316543	0.277734	0.271965	0.354674	0.231978	0.87016	0	0.0945089	0.136438	2.1093	0.272586	0.12119	0.138055	0.516244	0.813831	0.154279	0.152012	0.41327	0.129023	1.02665	0.142329	0.327522	0.340908	0.223786	0.380107	0.107449	0.0686149	0.185633	0.35179	0.171234	0.365121	0.17229	0.105393	0.122732	0.307537	0.570219	1.88642	0.307447	0.124563	0.216114	0.15722	0.49607	0.0705112	0.367325	0.178369	0.138601	0.399565	0.137247	0.312632	0.19229	1.32482	0.276192	0.297237	0.917356	0.306211	0.869861	0.106203	0.218417	0.179271	0.190682	0.187521	0.0901289	0.435014	0.334252	1.68696	0.325156	0.154453	0.33021	0.756318	0.310781	0.228211	0.108197	1.29339
ENSG00000274835.1	0.680825	0.45851	0.0543055	0.808324	0.0699024	0.490448	0.0874506	0	0.267335	0.0353328	0.296621	1.01649	0.0107002	0.504027	0.284188	0	0.325341	0.247123	0.677277	0.0575441	0.022996	0.0126509	0.0119404	0.720185	1.63039	3.27953	1.07127	0.238392	0.0190019	0.259606	0.0918793	2.01278	1.71064	0.138794	0.688571	0.419918	0	0.0135828	0.0733832	0.0120023	0.0275164	0.44563	0.177003	0.447277	1.01923	0.312318	0	0.0978183	0.130537	0	0.018108	0.0259024	2.31335	0.190095	0.488068	0	0.0214331	0.68312	0.0976791	0.298074	0.0757517	0.35085	0.221986	0.884151	0.031981	0	0.357262	0	0.193155	0.122046	0.915914	0.292355	0.13122	0.647723	0.981035	0.0215301	0.492895	0.907056	0.730037	0.0371891	0.0517017	0.216114	0.57839	0	0.35071	0.30387	0.0193385	0.0163835	0.318341	0.06114	0.751592	0.0460396	0.0422438	0.0831961	0.347385	1.43591	0.0177549	2.1304	0.1649	0.0957774	0	0.700797	0.247842	0.0370319	0.114317	1.45925	0.189889	0.0315186	0.0955025	0.0149364	0.35682	0.456726	0.0621177	0.322729	0
ENSG00000140403.12	0.680814	3.56768	4.09322	2.86525	3.67003	4.04385	4.05118	5.65793	4.67782	4.82114	4.39317	4.44435	4.47289	4.3814	3.88869	4.19035	4.42291	4.59699	4.90933	4.55467	4.03569	4.04737	4.60459	4.4982	5.47449	4.22842	3.76899	4.55092	4.23447	4.17667	4.14455	4.89282	4.7231	4.2808	4.91179	4.22023	3.46528	4.83003	4.46529	5.25433	4.94217	4.34571	4.39758	3.24218	4.16536	4.12094	3.65375	4.67006	3.76239	4.36429	3.82719	3.99298	4.72121	4.49402	4.38822	5.02684	2.53466	3.79355	3.98761	4.60432	4.13768	4.05244	2.50489	4.47387	4.18861	4.88146	4.57188	4.17228	4.37775	4.03917	4.37297	2.28707	3.73442	3.94645	4.47212	4.54116	3.47673	3.61717	5.11691	4.61914	4.97789	4.17493	4.52788	4.53759	3.95707	4.26452	0.681244	4.02606	3.80578	4.1817	4.48872	4.62629	3.86103	4.54638	4.2067	4.00968	3.64627	4.80744	3.88909	4.78852	4.62826	4.54396	4.25865	4.86292	4.64076	2.31256	4.58123	1.43557	3.49653	4.79614	4.44107	4.69151	4.33765	3.79373	3.78881
